content,subsections
"Brief Description: REACTOR BUILDING ISOLATED DUE TO LOSS OF AUX BOILERS (REPORTABLE) Detailed Description: ON 03/24/14, DUE TO THE LOSS OF AUX BOILER STEAM HEAT (AUX BOILER B1B COULD NOT BE RUN DUE TO PRESSURE CONTROL ISSUES AND AUX BOILER A TRIPPED ON ELECTRICAL FAULT) THE REACTOR BUILDING HAD TO BE ISOLATED DUE TO LOWERING TEMPERATURES TO THE NORMAL INTAKE SUPPLY PLENUM. WHEN OPERATORS ISOLATED THE HVR SYSTEM, THE BUILDING WENT POSITIVE FROM 0031 TO 0034 CAUSING THE CONDITION TO BE REPORTABLE WITHIN 8 HOURS. ""ANY EVENT OR CONDITION THAT AT THE TIME OF DISCOVERY COULD HAVE PREVENTED THE FULFILLMENT OF THE SAFETY FUNCTION OF STRUCTURES OR SYSTEMS THAT ARE NEEDED TO: (C) CONTROL THE RELEASE OF RADIOACTIVE MATERIAL"" FOR THE INOPERABLE SECONDARY CONTAINMENT AND ALSO REPORTABLE WITHIN 8 HOURS. ""ANY EVENT THAT RESULTS IN A MAJOR LOSS OF EMERGENCY ASSESSMENT CAPABILITY."" SECONDARY CONTAINMENT WAS INOPERABLE FOR THE SAME THREE MINUTE PERIOD OF TIME WHILE THE BUILDING WAS POSITIVE AND SINCE HAS BEEN DECLARED OPERABLE. THE VENT WRGMS REMAINS NON-FUNCTIONAL WHILE THE REACTOR BUILDING REMAINS ISOLATED. Extent of Condition: Identified by Comments: Immediate actions Taken:","['10 CFR 50.72(b)(3)(v)(C)', '10 CFR 50.72(b)(3)(xiii)(F)']"
"Brief Description: OPERATIONS RECENT EVENTS Detailed Description: OPERATIONS AT-RISK BEHAVIORS AND LESS THAN ADEQUATE STANDARDS HAVE LED TO EVENTS, INCLUDING SAFETY TAGGING ERRORS, COMPONENT MISPOSITIONING, A REACTOR SCRAM, AND IMPACTS TO EQUIPMENT. CORRECTIVE ACTIONS FOR RECENT EVENTS HAVE BEEN INSUFFICIENTLY TIMELY AND ROBUST TO CORRECT THESE BEHAVIORS. THIS IS SIGNIFICANT BECAUSE EVENTS THAT CHALLENGE PERSONAL AND NUCLEAR SAFETY HAVE CONTINUED TO OCCUR. Extent of Condition: Identified by Comments: Immediate actions Taken:",['10 CFR 50.72(b)(2)(iv)(B)']
"Brief Description: POSTULATED FIRE EVENT COULD RESULT IN A HOT SHORT THAT COULD ADVERSELY IMPACT SAFE SHUTDOWN EQUIPMENT Detailed Description: AFTER A REVIEW OF RECENT INDUSTRY FINDINGS AND THE RECOMMENDATION OF EXELON CORPORATE FIRE PROTECTION PERSONNEL, A SECOND EXTENT OF CONDITION REVIEW WAS DONE FOR THE ISSUE DESCRIBED IN CR-2013-008747, WITH THE REVIEW EXPANDED FROM JUST DC AMMETER CIRCUITS TO INCLUDE CIRCUITS FOR DC MOTORS (PUMP MOTORS AND MOV MOTORS). DC SYSTEM LOADS WERE REVIEWED FOR CASES WHERE CONTROL CIRCUITS WERE POWERED BY MOTIVE POWER CIRCUITS (I.E. CONTROL CIRCUIT PROTECTION WAS THROUGH A LARGE FUSE WHICH WOULD NOT BE EXPECTED TO PROVIDE ADEQUATE PROTECTION TO WIRING) OR WHERE FUSES HAD BEEN REPLACED WITH SOLID LINKS TO ENSURE RELIABILITY OF OIL PUMPS PROTECTING LARGE ASSETS SUCH AS THE TURBINE. THIS INCLUDED A REVIEW OF ALL NMP1 DC MOVS FOR THE CONFIGURATION DESCRIBED. THE REVIEW IDENTIFIED VALVE IV-33-04, CLEANUP SUPPLY ISOLATION VALVE 12, POWERED FROM DC VALVE BOARD 12 WITH LARGE MOTOR FUSES (50A), HAS NO CONTROL POWER FUSES. THE VALVE IS A DC POWERED REACTOR VESSEL ISOLATION VALVE. NO OTHER DC VALVES OR PUMP MOTORS WERE IDENTIFIED AS PROBLEMS DURING THIS REVIEW. THE DESCRIBED CONDITION DOES NOT REPRESENT A CHALLENGE TO ANY REQUIRED TECHNICAL SPECIFICATION FUNCTIONS (OPERABILITY). PER APPROVED FIRE PROTECTION ENGINEERING EVALUATION FPEE1-90-014: ""ALL DC MOTOR-OPERATED REACTOR COOLANT SYSTEM ISOLATION VALVES (MOVS) WILL CLOSE AS DESIGNED UPON RECEIVING VESSEL ISOLATION SIGNAL ON LOW-LOW WATER LEVEL OR MANUAL INITIATION OF VESSEL ISOLATION."" THIS CONDITION DOES NOT IMPACT THIS FUNCTION OF THE VALVE. THE CONDUCTORS IN THE CONTROL CIRCUIT OF IV-33-04 ARE 12 AWG, IEEE-383 RATED, XLPE TYPE CABLES ACCORDING TO PLANT DRAWINGS AND THE CABLE RACEWAY DATABASE (TRAK2000). THE FUSES WHICH PROTECT THE VALVES MOTIVE POWER CIRCUIT ARE 50A FUSES DESIGNED TO PROTECT THE #4/0 MOTOR POWER CIRCUITS. THEY WILL NOT ADEQUATELY PROTECT THE 12 AWG CONTROL CIRCUIT CABLING FROM FAULT CONDITIONS. THE CONCERN WITH THIS CONDITION IS THAT WHEN A FIRE OCCURS IN AN AREA OF THE PLANT, THE CONTROL CIRCUIT CONDUCTORS COULD SHORT TOGETHER WITH THE CORRECT AMOUNT OF RESISTANCE IN THE CONNECTION SUCH THAT THE CONDUCTORS ARE DAMAGED BY EXCESS CURRENT WHICH THE FUSE DOES NOT CLEAR AS IT HAS BEEN SIZED TOO LARGE. THIS COULD CAUSE SECONDARY FIRES ALONG THE CABLE ROUTE, WHICH DOES NOT MEET THE STATEMENTS IN UFSAR APPENDIX 10B SECTION 5.9.3, WHICH STATES THAT ALL CONDUCTORS HAVE PROPERLY SIZED PROTECTIVE DEVICES SUCH THAT ANY FAULT CONDITION IS INTERRUPTED BEFORE BREAKDOWN OF CABLE INSULATION RESULTS IN IGNITION OUTSIDE THE FIRE AREA OF CONCERN. CONDUCTORS THAT MAKE UP THE CONTROL CIRCUIT FOR IV-33-04 ARE CONTAINED WITHIN THREE (3) CABLES AS INDICATED BY PLANT DRAWINGS, THE CABLES ARE 12DV-26, 12DV-27 AND 12DV-28. A REVIEW OF THE CABLES ROUTING WAS PERFORMED TO DETERMINE IF AN UNCLEARED FAULT CONDITION REMAINING ON THE CABLE WOULD CAUSE SECONDARY FIRES IN AREAS BEYOND THE FIRE AREA OF CONCERN. CABLE 12DV-28 IS ONLY PRESENT IN ONE FIRE AREA AND SCREENED OUT. CABLES 12DV-26 AND 12DV-27 FROM DC VALVE BOARD 12 TO THE REACTOR BUILDING (FIRE AREA 1), THE CABLE SPREADING ROOM (FIRE AREA 10), AND THE AUXILIARY CONTROL ROOM (FIRE AREA 11). AS THESE CABLES ARE XLPE TYPE, IEEE-383 RATED CABLES, THE CONCLUSIONS OF FPEE2-14-001 STATE THAT THEY ARE NOT EXPECTED TO IGNITE AND CAUSE SECONDARY FIRES DUE TO OVERCURRENT CONDITIONS. HOWEVER, THEY MAY CAUSE DAMAGE TO CABLES ROUTED IN CLOSE PROXIMITY TO THEM, THEREFORE A REVIEW OF THE CONTENTS OF THE RACEWAYS WHERE THESE CABLES ARE ROUTED WAS PERFORMED TO DETERMINE IF ANY SAFE SHUTDOWN EQUIPMENT WOULD BE IMPACTED. BOTH CABLES 12DV-26 AND 12DV-27 WERE FOUND TO BE ROUTED IN CABLE TRAYS WITH OTHER SAFE SHUTDOWN CABLES, INCLUDING THOSE THAT SUPPORT THE CREDITED SAFE SHUTDOWN TRAIN. IF A FIRE WERE TO OCCUR IN FIRE AREA 1 (REACTOR BUILDING EAST), FIRE AREA 10 (CABLE SPREADING ROOM), OR FIRE AREA 11 (AUXILIARY CONTROL ROOM) WHERE THESE CABLES ARE ROUTED THEY MAY CAUSE DAMAGE TO OTHER SAFE SHUTDOWN CABLES OUTSIDE THE AREA WHERE THE FIRE WAS OCCURRING, ADVERSELY AFFECTING SAFE SHUTDOWN EQUIPMENT AND POTENTIALLY CAUSING THE LOSS OF THE ABILITY TO CONDUCT A SAFE SHUTDOWN IN ACCORDANCE WITH APPENDIX R. THIS REPRESENTS AN UNANALYZED CONDITION IN RESPECT TO THE STATION APPENDIX R ANALYSIS. Extent of Condition: Identified by Comments: Immediate actions Taken: Notified Supervision and Control Room.",['10 CFR 50.72(b)(3)(ii)(B)']
"Brief Description: POTENTIAL ENHANCEMENTS TO EPMP-EPP-13 FOR REPORTABILITY REQUIREMENTS Detailed Description: EXELON FLEET LICENSING AND EMERGENCY PREPAREDNESS HAVE PROVIDED FEEDBACK THAT THERE MIGHT BE ENHANCEMENTS TO THE REPORTING RECOMMENDATIONS CONTAINED IN EPMP-EPP-13. THESE REPORTING RECOMMENDATIONS ARE SPECIFIC TO A MAJOR LOSS OF EMERGENCY ASSESSMENT CAPABILITY. SUGGESTED ENHANCEMENTS INCLUDED: TAKING CREDIT FOR ALTERNATE METHODS OF ASSESSMENT TAKING CREDIT FOR MEETING OTHER INITIATING CONDITIONS OF AN EAL EVENT. CR IS FOR SITE TO REVIEW REPORTING REQUIREMENTS CONTAINED IN EPMP-EPP-13 AGAINST NUREG 1022 AND NEI 13-01 AND DETERMINE IF THERE ARE ENHANCEMENTS THAT COULD BE MADE THAT WOULD REDUCE THE NUMBER OF REPORTABLE EVENTS BASES ON GUIDANCE CONTAINED IN THOSE DOCUMENTS. EXELON CORPORATE LICENSING AND EMERGENCY PREPAREDNESS HAVE AGREED TO WORK WITH THE SITE TO PROVIDE INSIGHTS, PROPOSE CHANGES, AND REVIEW PROPOSED REVISION(S) IF ANY. Extent of Condition: Identified by Comments: Immediate actions Taken:","['10 CFR 50.72(b)(3)(xiii)', '10 CFR 50.72(b)(3)(xiii)(R)']"
"Brief Description: CCNPP EMERGENCY INFORMATION WAS NOT INCLUDED IN THE 2012 VERSIONS OF THE 10-MIE EPZ COUNTY PHONE BOOKS. Detailed Description: NUREG-0654, FEMA -REP 1, G. PUBLIC EDUCATION AND INFORMATION REQUIRES PERIODIC (ANNUAL) DISSEMINATION OF INFORMATION REGARDING HOW THE PUBLIC WILL BE NOTIFIED IN THE EVENT OF AN EMERGENCY. ONE OF THESE METHODS DESCRIBED IN CNG-EP-1.01-1002, CONTROL OF EMERGENCY PREPAREDNESS ACTIVITIES IS PROVIDING INFORMATION IN THE TELEPHONE BOOK. THE PHONE BOOKS FOR 2012 DO NOT INCLUDE SPECIFIC INFORMATION REGARDING THE CALVERT CLIFFS EMERGENCY PLAN. CURRENT EMERGENCY INFORMATION IS A AVAILABLE VIA THE PUBLIC INFORMATION BROCHURE (CALENDAR), TRANSIENT BROCHURES AND COUNTY AND CENG WEB SITES. Extent of Condition: Limited to CCNPP phone books Identified by Comments: Review of phone books Immediate actions Taken: Informed Director EP",['10 CFR 50.72(b)(3)(xiii)']
"Brief Description: PRE-PLANNED REPORT BEING MADE TO THE NRC FOR INSTALLATION OF DATA DIODES IN THE PLANT DATA NETWORK IN SUPPORT OF THE CYBER SECURITY PROJECT. Detailed Description: PRE-PLANNED REPORT BEING MADE TO THE NRC FOR INSTALLATION OF DATA DIODES IN THE PLANT DATA NETWORK IN SUPPORT OF THE CYBER SECURITY PROJECT. THE REPORT IS BEING MADE TO NOTIFY THE NRC OF MAINTENANCE THAT IS BEING PERFORMED THAT MEETS THE THRESHOLD OF RESULTING IN A MAJOR LOSS OF EMERGENCY COMMUNICATIONS CAPABILITY (NUREG-1022, REV.2 WAS UTILIZED IN REACHING THE DECISION THAT IT WAS PRUDENT TO MAKE THIS REPORT). BASED ON THE DATA DIODE WORK BEING PERFORMED UNDER WO C91330874, THE FOLLOWING SYSTEMS/SERVICES REQUIRED BY THE SITE'S EMERGENCY RESPONSE PLAN WILL BE OUT-OF-SERVICE FOR APPROXIMATELY SIX TO EIGHT HOURS: 1. ERDS 2. PLANT DATA TRANSMISSION TO THE TSC, EOF, AND OSC 3. PI DATA, WHICH IS USED TO COMMUNICATE PLANT PARAMETERS TO ALL OF THE ERFS OUTSIDE OF THE CONTROL ROOM. THIS REPORT OF PLANNED MAINTENANCE ON EMERGENCY RESPONSE EQUIPMENT IS CONSISTENT WITH THE INDUSTRY APPROACH IN THIS AREA. ALL EFFECTED ERO PERSONNEL WERE NOTIFIED OF THE LOSSES IDENTIFIED ABOVE AND ALL APPLICBALE ERPIPS HAVE APPROPRIATE BACK-UP METHODS FOR DATA COMMUNICATION INCLUDED. Extent of Condition: NONE. Identified by Comments: A CONDITION REPORT IS REQUIRED PER CNG-NL-1.01-1004 WHEN MAKING A REPORT TO THE NRC. THERE WAS NO CR ASSOCIATED WITH THE WO (C91330874) INSTALLING THE DATA DIODES, SO THIS CR WAS CREATED AS A TRACKING/DOCUMENTING DEVICE FOR THE REPORT. Immediate actions Taken: NONE REQUIRED.",['10 CFR 50.72(b)(3)(xiii)(F)']
Brief Description: NSRB FORMAL RECOMMENDATION 12-03-01: THE EP ORGANIZATION SHOULD PERFORM A COMMON CAUSE EVALUATION OF THE 2012 INPO EPRV AFI'S AND FINDINGS FROM OTHER REVIEWS OF EP PERFORMANCE IN THE LAST YEAR. Detailed Description: NSRB FORMAL RECOMMENDATION 12-03-01: THE EP ORGANIZATION SHOULD PERFORM A COMMON CAUSE EVALUATION OF THE 2012 INPO EMERGENCY PREPAREDNESS REVIEW VISIT AREAS FOR IMPROVEMENT AND FINDINGS FROM OTHER REVIEWS OF EP PERFORMANCE IN THE LAST YEAR. Extent of Condition: N/A Identified by Comments: ISSUE DISCUSSED AS PART OF REGULATORY AND NUCLEAR OVERSIGHT SUBCOMMITTEE (RNOS) ON 10/24/12. Immediate actions Taken:,['10 CFR 50.72(b)(3)(xiii)']
"Brief Description: ADJUSTMENTS TO ERO ON-SHIFT STAFFING BASED ON REV. 45 OF THE CCNPP ERP - ENSURE ADEQUATE OPS STAFFING TO FILL OTA ROLE. Detailed Description: REVISION 45 OF THE CCNPP EMERGENCY RESPONSE PLAN (ERP) WAS APPROVED FOR IMPLEMENTATION ON 12/13/12. THIS REVISION INCLUDES THE INCORPORATION OF THE CCNPP ON-SHIFT STAFFING ANALYSIS REPORT THAT WAS COMPLETED BY EP CONSULTING, LLC IAW NEI 10-05, REVISION 0, ASSESSMENT OF ON-SHIFT ERO STAFFING AND CAPABILITIES. THE RESULTS OF THE STAFFING ANALYSIS INDICATED THAT THERE WAS A SHORTAGE OF LICENSED OPERATORS TO RESPOND TO A CONTROL ROOM FIRE REQUIRING EVACUATION (E.G., AOP-9A SCENARIO - BOTH UNITS IMPACTED). THE IDENTIFIED SHORTAGE WAS IN FILLING THE ROLE OF THE OPERATIONS TECHNICAL ASSISTANT (OTA) THAT PROVIDES TECHNICAL ASSISTANCE TO THE FIRE BRIGADE AT THE SCENE OF THE FIRE. ADDRESSING THIS SHORTAGE BY EITHER (1) ADDING AN ADDITIONAL LICENSED OPERATOR ON-SHIFT OR (2) REVISING THE UFSAR REQUIREMENT FOR HOW THE TECHNICAL ASSISTANCE PIECE IS PROVIDED TO/BY THE FIRE BRIGADE DURING A FIRE IS REQUIRED TO SATISFY THE TIMELY COMPLETION OF THE EP FUNCTIONS ASSOCIATED WITH THE MAJOR FUNCTIONAL AREAS OF ""PLANT OPERATIONS AND ASSESSMENT OF OPERATIONAL ASPECTS"" AND ""FIREFIGHTING"". Extent of Condition: TWO OTHER CRs BEING GENERATED TO IDENTIFY OTHER ON-SHIFT STAFFING IMPACTS: 2ND RP TECH AND EMERGENCY COMMUNICATOR. Identified by Comments: CCNPP ON-SHIFT STAFFING ANALYSIS REPORT INCORPORATED INTO REV. 45 OF THE CCNPP EMERGENCY RESPONSE PLAN (APPENDIX F). Immediate actions Taken: N/A",['10 CFR 50.72(b)(3)(xiii)(R)']
"Brief Description: ADJUSTMENTS TO ERO ON-SHIFT STAFFING BASED ON REV. 45 OF THE CCNPP ERP - ENSURE ADEQUATE OPS STAFFING TO INDEPENDENTLY FILL THE INTERIM EMERGENCY COMMUNICATOR ROLE. Detailed Description: REVISION 45 OF THE CCNPP EMERGENCY RESPONSE PLAN (ERP) WAS APPROVED FOR IMPLEMENTATION ON 12/13/12. THIS REVISION INCLUDES THE INCORPORATION OF THE CCNPP ON-SHIFT STAFFING ANALYSIS REPORT THAT WAS COMPLETED BY EP CONSULTING, LLC IAW NEI 10-05, REVISION 0, ASSESSMENT OF ON-SHIFT ERO STAFFING AND CAPABILITIES. THE RESULTS OF THE STAFFING ANALYSIS INDICATED THAT THERE WAS AN INABILITY TO INDEPENDENTLY FULFILL THE ROLE OF THE EMERGENCY COMMUNICATOR DURING RESPONSE TO A CONTROL ROOM FIRE REQUIRING EVACUATION (E.G., AOP-9A SCENARIO - BOTH UNITS IMPACTED). UP UNTIL THE INCORPORATION OF THE STAFFING ANALYSIS INTO THE CCNPP ERP, IT HAD PERMISSIBLE TO HAVE THE ROLE OF (INTERIM) EMERGENCY COMMUNICATOR ASSIGNED AS A COLLATERAL RESPONSIBILITY OF ANOTHER ON-SHIFT ERO POSITION. TYPICALLY WITH THE ON-SHIFT OPERATIONS STAFF ONLY STAFFED WITH 10 AUXILIARY OPERATORS, THE ROLE OF EMERGENCY COMMUNICATOR HAS BEEN A COLLATERAL DUTY OF ONE OF THE FIRE BRIGADE MEMBERS. ADDRESSING THE NEED TO HAVE ADEQUATE OPERATIONS ON-SHIFT STAFFING TO PROVIDE FOR THE INDEPENDENCE OF THE EMERGENCY COMMUNICATOR ROLE WILL ENSURE THE TIMELY COMPLETION OF THE EP FUNCTIONS ASSOCIATED WITH THE MAJOR FUNCTIONAL AREA OF ""NOTIFICATION/COMMUNICATION"". Extent of Condition: TWO OTHER CRs BEING GENERATED TO IDENTIFY OTHER ON-SHIFT STAFFING IMPACTS: OPERATIONS TECHNICAL ASSISTANT AND 2ND RP TECH. Identified by Comments: CCNPP ON-SHIFT STAFFING ANALYSIS REPORT INCORPORATED INTO REV. 45 OF THE CCNPP EMERGENCY RESPONSE PLAN (APPENDIX F). Immediate actions Taken: N/A",['10 CFR 50.72(b)(3)(xiii)(R)']
"Brief Description: ACTIONS REQUIRED TO SUPPORT FCC NARROWBANDING MANDATE DUE BY 1/1/13 WERE NOT SATISFACTORILY IMPLEMENTED. Detailed Description: ALL ACTIONS REQUIRED TO SUPPORT THE FCC NARROWBANDING MANDATE DUE BY 1/1/13 WERE NOT SATISFACTORILY IMPLEMENTED. THE FCC NARROWBANDING MANDATE, WHICH GOES INTO EFFECT AT 0000 ON 1/1/13, REQUIRED PHYSICAL CHANGES/REPLACEMENTS TO HARDWARE THAT SUPPORTS A BACKUP COMMUNICATION METHOD BETWEEN CCNPP AND THE MARYLAND EMERGENCY MANAGEMENT AGENCY (MEMA) AND THE MARYLAND DEPARTMENT OF THE ENVIRONMENT (MDE) USING THE 153.44 MHZ RADIO FREQUENCY. THIS RADIO COMMUNICATION METHOD SERVES AS THE SECOND BACKUP METHOD FOR COMMUNICATING WITH THESE TWO AGENCIES DURING PLANT EMERGENCIES IN ACCORDANCE WITH THE SITE'S EMERGENCY RESPONSE PLAN AND ITS IMPLEMENTING PROCEDURES. THE PRIMARY METHOD (DEDICATED OFFSITE AGENCY PHONE) AND THE FIRST BACKUP METHOD (COMMERCIAL PHONE LINE TO THE AGENCIES) REMAIN FULLY FUNCTIONAL AT THIS TIME AND ARE NOT IMPACTED BY THE MANDATE. THE PHYSICAL CHANGES/REPLACEMENTS CONCERN THREE BASE STATIONS: ONE AT THE ERDMAN AVE. SUBSTATION, ONE AT THE MEMA HEADQUATERS, AND ONE AT THE MDE HEADQUARTERS. CCNPP HAS BEEN WORKING WITH BGE TO FACILITATE THE WORK REQUIRED TO ENSURE THAT THE THREE BASE STATIONS ARE COMPLIANT WITH THE MANDATE. TO THIS POINT, THE BASE STATIONS AT ERDMAN AVE. AND MEMA HAVE BEEN MODIFIED TO BE MANDATE COMPLIANT; HOWEVER, THE MDE BASE STATION STILL NEEDS TO BE MODIFIED/REPLACED. THE MDE WORK WAS SCHEDULED TO BE COMPLETED LAST WEEK, BUT RESOURCE CHALLENGES WITHIN BGE PREVENTED THE WORK FROM BEING COMPLETED PRIOR TO THE IMPLEMENTATION DATE/TIME OF THE MANDATE. BGE RESOURCES HAVE COMMITTED TO COMPLETING THE REQUIRED WORK ON THE MDE BASE STATION, ALONG WITH ANY ADDITIONAL WORK THAT MAY BE REQUIRED ON THE ERDMAN AVE. BASE STATION, ON WEDNESDAY, 1/2/13. EP HAS WORKED WITH OPERATIONS TO ENSURE THAT THE 153.44 MHZ RADIO CHANNEL WILL NOT BE UTILIZED AS A BACKUP METHOD IN THE EVENT OF EMERGENCY NOTIFICATION DUE TO THE FCC FINES THAT WOULD BE INCURRED FOR DOING SO. COMPENSATORY MEASURES ARE BEING PUT IN PLACE TO HAVE MEMA AND MDE PERSONNEL PROVIDE CELL PHONE NUMBERS FOR THE APPROPRIATE OPERATORS AT THOSE LOCATIONS TO THE CONTROL ROOM ON A SHIFTLY BASIS COMMENCING ON 12/31/12 NIGHTSHIFT UNTIL THE RADIO EQUIPMENT HAS BEEN ADEQUATELY MODIFIED TO BE MANDATE COMPLIANT AND TESTED. THESE COMPENSATORY MEASURES ARE CONSISTENT WITH THE ACTIONS DELINEATED IN ERPIP-901, ATTACHMENT 22 (LOSS OF COMMUNICATIONS) FOR HAVING A BACKUP METHOD LOST OR DEGRADED. Extent of Condition: INVESTIGATION LEADING UP TO THIS PHYSICAL WORK DID NOT IDENTIFY ANY OTHER FREQUENCIES IN USE AT CCNPP THAT ARE SUBJECT TO THE NARROWBANDING MANDATE. Identified by Comments: Immediate actions Taken: EP WORKED WITH THE SHIFT MANAGER TO IMPLEMENT COMPENSATORY MEASURES TO PREVENT INADVERTANT USAGE OF THE 153.44 MHz CHANNEL FOR COMMUNICATION WITH MEMA AND MDE: - TEMPORARY NOTE WAS LACED ON THE CONTROL ROOM RADIO BASE STATION DIRECTING THAT THE FREQUENCY WAS NOT TO BE USED UNTIL FURTHER NOTICE BY EP. - MEMA AND MDE PERSONNEL WILL PROVIDE SHIFTLY CELL PHONE NUMBERS FOR THEIR PHONE OPERATORS UNTIL THE RADIO FREQUENCY CAN AGAIN BE UTILIZED.",['10 CFR 50.72(b)(3)(xiii)(R)']
